{'loss': 2.3253, 'grad_norm': 0.21877968311309814, 'learning_rate': 1.41643059490085e-06, 'mean_token_accuracy': 0.5390011395531479, 'epoch': 0.0}
{'loss': 1.964, 'grad_norm': 0.8585118055343628, 'learning_rate': 7.513802471299624e-05, 'mean_token_accuracy': 0.5562510277303117, 'epoch': 2.17}
{'loss': 1.7126, 'grad_norm': 0.64666348695755, 'learning_rate': 7.509420734379107e-05, 'mean_token_accuracy': 0.5976453261437552, 'epoch': 2.17}
{'loss': 1.9365, 'grad_norm': 0.7362534999847412, 'learning_rate': 7.505038997458593e-05, 'mean_token_accuracy': 0.5627984827660805, 'epoch': 2.18}
{'loss': 2.0498, 'grad_norm': 0.8455216884613037, 'learning_rate': 7.500657260538077e-05, 'mean_token_accuracy': 0.5467477509621109, 'epoch': 2.18}
{'loss': 1.9919, 'grad_norm': 0.781801700592041, 'learning_rate': 7.496275523617562e-05, 'mean_token_accuracy': 0.5544316747600708, 'epoch': 2.18}
{'loss': 1.8782, 'grad_norm': 0.9325729012489319, 'learning_rate': 7.491893786697048e-05, 'mean_token_accuracy': 0.5679701613961765, 'epoch': 2.19}
{'loss': 1.6648, 'grad_norm': 0.6690481305122375, 'learning_rate': 7.487512049776532e-05, 'mean_token_accuracy': 0.6086063979491653, 'epoch': 2.19}
{'loss': 2.0183, 'grad_norm': 0.6626985669136047, 'learning_rate': 7.483130312856016e-05, 'mean_token_accuracy': 0.5452431982000479, 'epoch': 2.19}
{'loss': 2.0404, 'grad_norm': 0.8292942047119141, 'learning_rate': 7.478748575935501e-05, 'mean_token_accuracy': 0.5428623013064818, 'epoch': 2.2}
{'loss': 2.0196, 'grad_norm': 0.7826072573661804, 'learning_rate': 7.474366839014985e-05, 'mean_token_accuracy': 0.5483322298696627, 'epoch': 2.2}
{'loss': 1.9395, 'grad_norm': 0.9396052360534668, 'learning_rate': 7.469985102094471e-05, 'mean_token_accuracy': 0.5632218135648087, 'epoch': 2.2}
{'loss': 1.7093, 'grad_norm': 0.6516332030296326, 'learning_rate': 7.465603365173956e-05, 'mean_token_accuracy': 0.6005873537943307, 'epoch': 2.21}
{'loss': 1.9607, 'grad_norm': 0.728030800819397, 'learning_rate': 7.46122162825344e-05, 'mean_token_accuracy': 0.5558179391889208, 'epoch': 2.21}
{'loss': 1.9999, 'grad_norm': 0.793685257434845, 'learning_rate': 7.456839891332926e-05, 'mean_token_accuracy': 0.5497415923839839, 'epoch': 2.21}
{'loss': 1.9641, 'grad_norm': 0.7837685942649841, 'learning_rate': 7.452458154412409e-05, 'mean_token_accuracy': 0.5554950897999273, 'epoch': 2.22}
{'loss': 1.8916, 'grad_norm': 0.944359302520752, 'learning_rate': 7.448076417491893e-05, 'mean_token_accuracy': 0.5680463315527569, 'epoch': 2.22}
{'loss': 1.7601, 'grad_norm': 0.6768260598182678, 'learning_rate': 7.443694680571379e-05, 'mean_token_accuracy': 0.5974844565830191, 'epoch': 2.22}
{'loss': 2.0515, 'grad_norm': 0.754283607006073, 'learning_rate': 7.439312943650863e-05, 'mean_token_accuracy': 0.5446835959958711, 'epoch': 2.23}
{'loss': 2.0497, 'grad_norm': 0.815995991230011, 'learning_rate': 7.434931206730348e-05, 'mean_token_accuracy': 0.542296585468402, 'epoch': 2.23}
{'loss': 1.9738, 'grad_norm': 0.826684832572937, 'learning_rate': 7.430549469809834e-05, 'mean_token_accuracy': 0.5583431494272707, 'epoch': 2.23}
{'loss': 1.9167, 'grad_norm': 1.0111925601959229, 'learning_rate': 7.426167732889318e-05, 'mean_token_accuracy': 0.566190635700391, 'epoch': 2.24}
{'loss': 1.7493, 'grad_norm': 0.6992560625076294, 'learning_rate': 7.421785995968803e-05, 'mean_token_accuracy': 0.5905430974653297, 'epoch': 2.24}
{'loss': 1.9322, 'grad_norm': 0.7079979777336121, 'learning_rate': 7.417404259048287e-05, 'mean_token_accuracy': 0.563500219233723, 'epoch': 2.24}
{'loss': 2.0, 'grad_norm': 0.7349919676780701, 'learning_rate': 7.413022522127771e-05, 'mean_token_accuracy': 0.5514872056469701, 'epoch': 2.25}
{'loss': 1.9581, 'grad_norm': 0.8772936463356018, 'learning_rate': 7.408640785207257e-05, 'mean_token_accuracy': 0.558217055107376, 'epoch': 2.25}
{'loss': 1.9466, 'grad_norm': 0.9732780456542969, 'learning_rate': 7.404259048286742e-05, 'mean_token_accuracy': 0.5601275117481594, 'epoch': 2.25}
{'loss': 1.8194, 'grad_norm': 0.7341729402542114, 'learning_rate': 7.399877311366226e-05, 'mean_token_accuracy': 0.5793450686974548, 'epoch': 2.26}
{'loss': 2.0463, 'grad_norm': 0.7747713923454285, 'learning_rate': 7.39549557444571e-05, 'mean_token_accuracy': 0.5466757162701219, 'epoch': 2.26}
{'loss': 1.9423, 'grad_norm': 0.7650367617607117, 'learning_rate': 7.391113837525195e-05, 'mean_token_accuracy': 0.5598571389698392, 'epoch': 2.26}
{'loss': 1.9637, 'grad_norm': 0.8505718111991882, 'learning_rate': 7.386732100604679e-05, 'mean_token_accuracy': 0.5554992062961635, 'epoch': 2.27}
{'loss': 1.943, 'grad_norm': 0.9064027667045593, 'learning_rate': 7.382350363684165e-05, 'mean_token_accuracy': 0.5589502288126853, 'epoch': 2.27}
{'loss': 1.8514, 'grad_norm': 0.6260332465171814, 'learning_rate': 7.37796862676365e-05, 'mean_token_accuracy': 0.5780570874083418, 'epoch': 2.27}
{'loss': 1.9731, 'grad_norm': 0.7015315890312195, 'learning_rate': 7.373586889843134e-05, 'mean_token_accuracy': 0.5545504531833865, 'epoch': 2.28}
{'loss': 1.9829, 'grad_norm': 0.8688580989837646, 'learning_rate': 7.36920515292262e-05, 'mean_token_accuracy': 0.5523268606069577, 'epoch': 2.28}
{'loss': 1.9457, 'grad_norm': 0.8716896772384644, 'learning_rate': 7.364823416002104e-05, 'mean_token_accuracy': 0.5612231831215004, 'epoch': 2.28}
{'loss': 1.9147, 'grad_norm': 0.9551366567611694, 'learning_rate': 7.360441679081587e-05, 'mean_token_accuracy': 0.5659102642318231, 'epoch': 2.29}
{'loss': 1.7671, 'grad_norm': 0.744817316532135, 'learning_rate': 7.356059942161073e-05, 'mean_token_accuracy': 0.591939295849399, 'epoch': 2.29}
{'loss': 2.026, 'grad_norm': 0.8099033236503601, 'learning_rate': 7.351678205240557e-05, 'mean_token_accuracy': 0.5458160665038209, 'epoch': 2.3}
{'loss': 2.0503, 'grad_norm': 0.6973841786384583, 'learning_rate': 7.347296468320043e-05, 'mean_token_accuracy': 0.5415943937639499, 'epoch': 2.3}
{'loss': 2.0156, 'grad_norm': 0.8106716275215149, 'learning_rate': 7.342914731399528e-05, 'mean_token_accuracy': 0.5454780969509501, 'epoch': 2.3}
{'loss': 1.9452, 'grad_norm': 0.8094746470451355, 'learning_rate': 7.338532994479012e-05, 'mean_token_accuracy': 0.5655645773346488, 'epoch': 2.31}
{'loss': 1.8217, 'grad_norm': 0.7264449596405029, 'learning_rate': 7.334151257558496e-05, 'mean_token_accuracy': 0.575458077088916, 'epoch': 2.31}
{'loss': 1.987, 'grad_norm': 0.6598718166351318, 'learning_rate': 7.329769520637981e-05, 'mean_token_accuracy': 0.5532478356786308, 'epoch': 2.31}
{'loss': 1.9357, 'grad_norm': 0.6548203229904175, 'learning_rate': 7.325387783717465e-05, 'mean_token_accuracy': 0.5593233136073458, 'epoch': 2.32}
{'loss': 1.8863, 'grad_norm': 0.8044359683990479, 'learning_rate': 7.321006046796951e-05, 'mean_token_accuracy': 0.5723370117815139, 'epoch': 2.32}
{'loss': 1.9375, 'grad_norm': 1.0164408683776855, 'learning_rate': 7.316624309876436e-05, 'mean_token_accuracy': 0.5637978314826071, 'epoch': 2.32}
{'loss': 1.6832, 'grad_norm': 0.6219661235809326, 'learning_rate': 7.31224257295592e-05, 'mean_token_accuracy': 0.6040139252719825, 'epoch': 2.33}
{'loss': 1.9733, 'grad_norm': 0.6810722947120667, 'learning_rate': 7.307860836035406e-05, 'mean_token_accuracy': 0.5586696288051687, 'epoch': 2.33}
{'loss': 2.0554, 'grad_norm': 0.7578713893890381, 'learning_rate': 7.303479099114889e-05, 'mean_token_accuracy': 0.5452164751807456, 'epoch': 2.33}
{'loss': 1.9631, 'grad_norm': 0.8794986605644226, 'learning_rate': 7.299097362194373e-05, 'mean_token_accuracy': 0.5555050760237688, 'epoch': 2.34}
{'loss': 1.962, 'grad_norm': 0.9445812106132507, 'learning_rate': 7.294715625273859e-05, 'mean_token_accuracy': 0.5606525013798199, 'epoch': 2.34}
{'loss': 1.6968, 'grad_norm': 0.6532531976699829, 'learning_rate': 7.290333888353343e-05, 'mean_token_accuracy': 0.6041924294474491, 'epoch': 2.34}
{'loss': 1.9732, 'grad_norm': 0.7518526911735535, 'learning_rate': 7.285952151432829e-05, 'mean_token_accuracy': 0.5578337830747006, 'epoch': 2.35}
{'loss': 1.953, 'grad_norm': 0.7920432686805725, 'learning_rate': 7.281570414512314e-05, 'mean_token_accuracy': 0.5625060919144715, 'epoch': 2.35}
{'loss': 2.0329, 'grad_norm': 0.8154914975166321, 'learning_rate': 7.277188677591798e-05, 'mean_token_accuracy': 0.5471362357915943, 'epoch': 2.35}
{'loss': 1.8768, 'grad_norm': 0.899750828742981, 'learning_rate': 7.272806940671282e-05, 'mean_token_accuracy': 0.5696127967295818, 'epoch': 2.36}
{'loss': 1.8475, 'grad_norm': 0.7610453963279724, 'learning_rate': 7.268425203750767e-05, 'mean_token_accuracy': 0.581199506101198, 'epoch': 2.36}
{'loss': 2.0395, 'grad_norm': 0.7825409173965454, 'learning_rate': 7.264043466830251e-05, 'mean_token_accuracy': 0.5450543399023885, 'epoch': 2.36}
{'loss': 2.0177, 'grad_norm': 0.837623119354248, 'learning_rate': 7.259661729909737e-05, 'mean_token_accuracy': 0.5492138390089402, 'epoch': 2.37}
{'loss': 2.0119, 'grad_norm': 0.9169730544090271, 'learning_rate': 7.255279992989222e-05, 'mean_token_accuracy': 0.5486911731531002, 'epoch': 2.37}
{'loss': 1.8141, 'grad_norm': 0.8137397170066833, 'learning_rate': 7.250898256068706e-05, 'mean_token_accuracy': 0.581188074189717, 'epoch': 2.37}
{'loss': 1.6807, 'grad_norm': 0.7199336290359497, 'learning_rate': 7.24651651914819e-05, 'mean_token_accuracy': 0.6045579874737876, 'epoch': 2.38}
{'loss': 1.9975, 'grad_norm': 0.7298003435134888, 'learning_rate': 7.242134782227675e-05, 'mean_token_accuracy': 0.5488490813263333, 'epoch': 2.38}
{'loss': 1.9883, 'grad_norm': 0.851614773273468, 'learning_rate': 7.237753045307159e-05, 'mean_token_accuracy': 0.5601695198173203, 'epoch': 2.38}
{'loss': 1.9721, 'grad_norm': 0.8159700036048889, 'learning_rate': 7.233371308386645e-05, 'mean_token_accuracy': 0.5553723767931363, 'epoch': 2.39}
{'loss': 1.9463, 'grad_norm': 0.8874550461769104, 'learning_rate': 7.22898957146613e-05, 'mean_token_accuracy': 0.5597492116813865, 'epoch': 2.39}
{'loss': 1.6383, 'grad_norm': 0.6404110789299011, 'learning_rate': 7.224607834545615e-05, 'mean_token_accuracy': 0.6142186890499162, 'epoch': 2.39}
{'loss': 1.9537, 'grad_norm': 0.7105177640914917, 'learning_rate': 7.2202260976251e-05, 'mean_token_accuracy': 0.5643857340912566, 'epoch': 2.4}
{'loss': 2.004, 'grad_norm': 0.8257728815078735, 'learning_rate': 7.215844360704583e-05, 'mean_token_accuracy': 0.5489047088694068, 'epoch': 2.4}
{'loss': 1.9759, 'grad_norm': 0.8710699081420898, 'learning_rate': 7.211462623784069e-05, 'mean_token_accuracy': 0.5523731561705285, 'epoch': 2.4}
{'loss': 1.9402, 'grad_norm': 0.7989146709442139, 'learning_rate': 7.207080886863553e-05, 'mean_token_accuracy': 0.5641067919731846, 'epoch': 2.41}
{'loss': 1.7043, 'grad_norm': 0.5871610641479492, 'learning_rate': 7.202699149943037e-05, 'mean_token_accuracy': 0.5978873159100861, 'epoch': 2.41}
{'loss': 1.9015, 'grad_norm': 0.6700341701507568, 'learning_rate': 7.198317413022523e-05, 'mean_token_accuracy': 0.5671143008647108, 'epoch': 2.41}
{'loss': 1.8782, 'grad_norm': 0.7987866997718811, 'learning_rate': 7.193935676102008e-05, 'mean_token_accuracy': 0.5688599573384738, 'epoch': 2.42}
{'loss': 1.9212, 'grad_norm': 0.8577767610549927, 'learning_rate': 7.189553939181492e-05, 'mean_token_accuracy': 0.5641981457982955, 'epoch': 2.42}
{'loss': 1.9267, 'grad_norm': 0.9533517360687256, 'learning_rate': 7.185172202260976e-05, 'mean_token_accuracy': 0.5648960724220305, 'epoch': 2.42}
{'loss': 1.7825, 'grad_norm': 0.7553857564926147, 'learning_rate': 7.180790465340461e-05, 'mean_token_accuracy': 0.5898749547299326, 'epoch': 2.43}
{'loss': 2.0392, 'grad_norm': 0.7358790636062622, 'learning_rate': 7.176408728419945e-05, 'mean_token_accuracy': 0.5422989869868113, 'epoch': 2.43}
{'loss': 1.9449, 'grad_norm': 0.7092302441596985, 'learning_rate': 7.172026991499431e-05, 'mean_token_accuracy': 0.5620220675735433, 'epoch': 2.43}
{'loss': 1.9836, 'grad_norm': 0.731598436832428, 'learning_rate': 7.167645254578916e-05, 'mean_token_accuracy': 0.5563333057071261, 'epoch': 2.44}
{'loss': 1.9328, 'grad_norm': 0.896442711353302, 'learning_rate': 7.163263517658401e-05, 'mean_token_accuracy': 0.559148959416325, 'epoch': 2.44}
{'loss': 1.73, 'grad_norm': 0.6778884530067444, 'learning_rate': 7.158881780737884e-05, 'mean_token_accuracy': 0.5949449231357014, 'epoch': 2.44}
{'loss': 1.9264, 'grad_norm': 0.6404983401298523, 'learning_rate': 7.154500043817369e-05, 'mean_token_accuracy': 0.5630023165864066, 'epoch': 2.45}
{'loss': 2.0794, 'grad_norm': 0.8459023237228394, 'learning_rate': 7.150118306896855e-05, 'mean_token_accuracy': 0.5363360980729848, 'epoch': 2.45}
{'loss': 1.9143, 'grad_norm': 0.8052108883857727, 'learning_rate': 7.145736569976339e-05, 'mean_token_accuracy': 0.5645588359907279, 'epoch': 2.45}
{'loss': 1.9605, 'grad_norm': 0.9192701578140259, 'learning_rate': 7.141354833055823e-05, 'mean_token_accuracy': 0.5569083311505562, 'epoch': 2.46}
{'loss': 1.6204, 'grad_norm': 0.66220623254776, 'learning_rate': 7.136973096135309e-05, 'mean_token_accuracy': 0.6207059462700835, 'epoch': 2.46}
{'loss': 1.9625, 'grad_norm': 0.7361658215522766, 'learning_rate': 7.132591359214794e-05, 'mean_token_accuracy': 0.5567562367036525, 'epoch': 2.47}
{'loss': 1.9402, 'grad_norm': 0.7889037132263184, 'learning_rate': 7.128209622294277e-05, 'mean_token_accuracy': 0.5617994948803802, 'epoch': 2.47}
{'loss': 1.9463, 'grad_norm': 0.836338996887207, 'learning_rate': 7.123827885373762e-05, 'mean_token_accuracy': 0.5598705922372174, 'epoch': 2.47}
{'loss': 1.8732, 'grad_norm': 0.9864523410797119, 'learning_rate': 7.119446148453247e-05, 'mean_token_accuracy': 0.5720252353617377, 'epoch': 2.48}
{'loss': 1.7939, 'grad_norm': 0.791828453540802, 'learning_rate': 7.115064411532731e-05, 'mean_token_accuracy': 0.5912384743342382, 'epoch': 2.48}
{'loss': 1.9699, 'grad_norm': 0.7117757201194763, 'learning_rate': 7.110682674612217e-05, 'mean_token_accuracy': 0.5588549111350771, 'epoch': 2.48}
{'loss': 2.1417, 'grad_norm': 0.7462465763092041, 'learning_rate': 7.106300937691702e-05, 'mean_token_accuracy': 0.5315453848343732, 'epoch': 2.49}
{'loss': 1.9535, 'grad_norm': 0.7973336577415466, 'learning_rate': 7.101919200771186e-05, 'mean_token_accuracy': 0.5564578219859844, 'epoch': 2.49}
{'loss': 1.9618, 'grad_norm': 0.9324926733970642, 'learning_rate': 7.09753746385067e-05, 'mean_token_accuracy': 0.5589942668116703, 'epoch': 2.49}
{'loss': 1.782, 'grad_norm': 0.6239863038063049, 'learning_rate': 7.093155726930155e-05, 'mean_token_accuracy': 0.5886408120357427, 'epoch': 2.5}
{'loss': 1.9752, 'grad_norm': 0.8047557473182678, 'learning_rate': 7.08877399000964e-05, 'mean_token_accuracy': 0.555306469657277, 'epoch': 2.5}
{'loss': 1.9534, 'grad_norm': 0.7665678858757019, 'learning_rate': 7.084392253089125e-05, 'mean_token_accuracy': 0.5602751306608504, 'epoch': 2.5}
{'loss': 2.0231, 'grad_norm': 0.842021644115448, 'learning_rate': 7.08001051616861e-05, 'mean_token_accuracy': 0.5480932963711884, 'epoch': 2.51}
{'loss': 1.9536, 'grad_norm': 0.921459436416626, 'learning_rate': 7.075628779248095e-05, 'mean_token_accuracy': 0.5634221033844907, 'epoch': 2.51}
{'loss': 1.7017, 'grad_norm': 0.5910691022872925, 'learning_rate': 7.071247042327578e-05, 'mean_token_accuracy': 0.6022590844867272, 'epoch': 2.51}
{'loss': 1.9515, 'grad_norm': 0.6963145136833191, 'learning_rate': 7.066865305407063e-05, 'mean_token_accuracy': 0.5565252759966544, 'epoch': 2.52}
{'loss': 2.0338, 'grad_norm': 0.7693268060684204, 'learning_rate': 7.062483568486549e-05, 'mean_token_accuracy': 0.5454420970080925, 'epoch': 2.52}
{'loss': 1.9912, 'grad_norm': 0.9520591497421265, 'learning_rate': 7.058101831566033e-05, 'mean_token_accuracy': 0.5540438727087269, 'epoch': 2.52}
{'loss': 1.8741, 'grad_norm': 0.7819584012031555, 'learning_rate': 7.053720094645517e-05, 'mean_token_accuracy': 0.5663133330147396, 'epoch': 2.53}
{'loss': 1.8019, 'grad_norm': 0.8062476515769958, 'learning_rate': 7.049338357725003e-05, 'mean_token_accuracy': 0.5876985777315729, 'epoch': 2.53}
{'loss': 1.9851, 'grad_norm': 0.8172188997268677, 'learning_rate': 7.044956620804488e-05, 'mean_token_accuracy': 0.5551427454361992, 'epoch': 2.53}
{'loss': 2.0699, 'grad_norm': 0.8239650130271912, 'learning_rate': 7.040574883883972e-05, 'mean_token_accuracy': 0.5397242950397743, 'epoch': 2.54}
{'loss': 1.9798, 'grad_norm': 0.8193644285202026, 'learning_rate': 7.036193146963456e-05, 'mean_token_accuracy': 0.55203635668569, 'epoch': 2.54}
{'loss': 1.9308, 'grad_norm': 0.9162052869796753, 'learning_rate': 7.031811410042941e-05, 'mean_token_accuracy': 0.5639371664116052, 'epoch': 2.54}
{'loss': 1.8311, 'grad_norm': 0.7019544839859009, 'learning_rate': 7.027429673122427e-05, 'mean_token_accuracy': 0.5808941989907865, 'epoch': 2.55}
{'loss': 1.9779, 'grad_norm': 0.6726863384246826, 'learning_rate': 7.023047936201911e-05, 'mean_token_accuracy': 0.5554442583676099, 'epoch': 2.55}
{'loss': 2.0179, 'grad_norm': 0.7610820531845093, 'learning_rate': 7.018666199281395e-05, 'mean_token_accuracy': 0.5502913351540428, 'epoch': 2.55}
{'loss': 2.0769, 'grad_norm': 0.7692765593528748, 'learning_rate': 7.01428446236088e-05, 'mean_token_accuracy': 0.5360685504970912, 'epoch': 2.56}
{'loss': 1.9674, 'grad_norm': 0.8833709359169006, 'learning_rate': 7.009902725440364e-05, 'mean_token_accuracy': 0.5565047492799119, 'epoch': 2.56}
{'loss': 1.727, 'grad_norm': 0.6211819648742676, 'learning_rate': 7.005520988519849e-05, 'mean_token_accuracy': 0.5991895414186292, 'epoch': 2.56}
{'loss': 1.953, 'grad_norm': 0.6550940871238708, 'learning_rate': 7.001139251599335e-05, 'mean_token_accuracy': 0.5597682730153862, 'epoch': 2.57}
{'loss': 2.053, 'grad_norm': 0.7560347318649292, 'learning_rate': 6.996757514678819e-05, 'mean_token_accuracy': 0.5428274337573012, 'epoch': 2.57}
{'loss': 1.9677, 'grad_norm': 0.8404514193534851, 'learning_rate': 6.992375777758303e-05, 'mean_token_accuracy': 0.5583458202846496, 'epoch': 2.57}
{'loss': 1.9142, 'grad_norm': 1.0406986474990845, 'learning_rate': 6.987994040837789e-05, 'mean_token_accuracy': 0.5667450593617319, 'epoch': 2.58}
{'loss': 1.7518, 'grad_norm': 0.6770361065864563, 'learning_rate': 6.983612303917274e-05, 'mean_token_accuracy': 0.5933397433701543, 'epoch': 2.58}
{'loss': 2.001, 'grad_norm': 0.7243670225143433, 'learning_rate': 6.979230566996758e-05, 'mean_token_accuracy': 0.5537804049881969, 'epoch': 2.58}
{'loss': 1.9715, 'grad_norm': 0.7851548194885254, 'learning_rate': 6.974848830076242e-05, 'mean_token_accuracy': 0.5550911783458276, 'epoch': 2.59}
{'loss': 1.9948, 'grad_norm': 0.8308297991752625, 'learning_rate': 6.970467093155727e-05, 'mean_token_accuracy': 0.5573521348673616, 'epoch': 2.59}
{'loss': 1.9981, 'grad_norm': 0.880702555179596, 'learning_rate': 6.966085356235213e-05, 'mean_token_accuracy': 0.5534152231498773, 'epoch': 2.59}
{'loss': 1.8212, 'grad_norm': 0.5908506512641907, 'learning_rate': 6.961703619314697e-05, 'mean_token_accuracy': 0.5843830331154211, 'epoch': 2.6}
{'loss': 2.0025, 'grad_norm': 0.7580397129058838, 'learning_rate': 6.957321882394182e-05, 'mean_token_accuracy': 0.5517634556546225, 'epoch': 2.6}
{'loss': 2.0436, 'grad_norm': 0.7869241833686829, 'learning_rate': 6.952940145473666e-05, 'mean_token_accuracy': 0.5434382886944085, 'epoch': 2.6}
{'loss': 2.0383, 'grad_norm': 0.8156188130378723, 'learning_rate': 6.94855840855315e-05, 'mean_token_accuracy': 0.5454869159066938, 'epoch': 2.61}
{'loss': 1.8546, 'grad_norm': 0.9397037029266357, 'learning_rate': 6.944176671632635e-05, 'mean_token_accuracy': 0.5772579325752103, 'epoch': 2.61}
{'loss': 1.7148, 'grad_norm': 0.6210916042327881, 'learning_rate': 6.93979493471212e-05, 'mean_token_accuracy': 0.6001961618962199, 'epoch': 2.61}
{'loss': 2.0776, 'grad_norm': 0.7276092767715454, 'learning_rate': 6.935413197791605e-05, 'mean_token_accuracy': 0.5386219884512063, 'epoch': 2.62}
{'loss': 2.0253, 'grad_norm': 0.8336887359619141, 'learning_rate': 6.93103146087109e-05, 'mean_token_accuracy': 0.5488404604996988, 'epoch': 2.62}
{'loss': 1.9586, 'grad_norm': 0.8865454792976379, 'learning_rate': 6.926649723950575e-05, 'mean_token_accuracy': 0.5627382835125005, 'epoch': 2.62}
{'loss': 1.9211, 'grad_norm': 0.9221628308296204, 'learning_rate': 6.922267987030058e-05, 'mean_token_accuracy': 0.5656306535101602, 'epoch': 2.63}
{'loss': 1.634, 'grad_norm': 0.5722638368606567, 'learning_rate': 6.917886250109544e-05, 'mean_token_accuracy': 0.616722737768825, 'epoch': 2.63}
{'loss': 1.9992, 'grad_norm': 0.7493882179260254, 'learning_rate': 6.913504513189028e-05, 'mean_token_accuracy': 0.5563787051690727, 'epoch': 2.63}
{'loss': 2.0295, 'grad_norm': 0.8426741361618042, 'learning_rate': 6.909122776268513e-05, 'mean_token_accuracy': 0.5497507552372541, 'epoch': 2.64}
{'loss': 1.9615, 'grad_norm': 0.8733582496643066, 'learning_rate': 6.904741039347999e-05, 'mean_token_accuracy': 0.5553683202195477, 'epoch': 2.64}
{'loss': 1.7896, 'grad_norm': 0.9041714072227478, 'learning_rate': 6.900359302427483e-05, 'mean_token_accuracy': 0.5845165336623855, 'epoch': 2.65}
{'loss': 1.7909, 'grad_norm': 0.6660827994346619, 'learning_rate': 6.895977565506968e-05, 'mean_token_accuracy': 0.5894618409866123, 'epoch': 2.65}
{'loss': 2.0089, 'grad_norm': 0.7635254263877869, 'learning_rate': 6.891595828586452e-05, 'mean_token_accuracy': 0.5478589132397382, 'epoch': 2.65}
{'loss': 1.9568, 'grad_norm': 0.8473670482635498, 'learning_rate': 6.887214091665936e-05, 'mean_token_accuracy': 0.5555971267602413, 'epoch': 2.66}
{'loss': 1.9707, 'grad_norm': 0.8985794186592102, 'learning_rate': 6.882832354745421e-05, 'mean_token_accuracy': 0.5543343880693903, 'epoch': 2.66}
{'loss': 1.8645, 'grad_norm': 0.950082540512085, 'learning_rate': 6.878450617824907e-05, 'mean_token_accuracy': 0.5703499971334749, 'epoch': 2.66}
{'loss': 1.711, 'grad_norm': 0.703816294670105, 'learning_rate': 6.874068880904391e-05, 'mean_token_accuracy': 0.6069854996005802, 'epoch': 2.67}
{'loss': 1.935, 'grad_norm': 0.660577118396759, 'learning_rate': 6.869687143983875e-05, 'mean_token_accuracy': 0.5564193016699381, 'epoch': 2.67}
{'loss': 1.9947, 'grad_norm': 0.8048516511917114, 'learning_rate': 6.86530540706336e-05, 'mean_token_accuracy': 0.5543906177465062, 'epoch': 2.67}
{'loss': 2.0264, 'grad_norm': 0.9425286054611206, 'learning_rate': 6.860923670142844e-05, 'mean_token_accuracy': 0.5459175974690171, 'epoch': 2.68}
{'loss': 1.8468, 'grad_norm': 0.9653414487838745, 'learning_rate': 6.85654193322233e-05, 'mean_token_accuracy': 0.5774302334627146, 'epoch': 2.68}
{'loss': 1.7111, 'grad_norm': 0.6421738266944885, 'learning_rate': 6.852160196301815e-05, 'mean_token_accuracy': 0.5987438447160387, 'epoch': 2.68}
{'loss': 2.066, 'grad_norm': 0.9422304630279541, 'learning_rate': 6.847778459381299e-05, 'mean_token_accuracy': 0.5379078896808149, 'epoch': 2.69}
{'loss': 1.9794, 'grad_norm': 0.7378749847412109, 'learning_rate': 6.843396722460785e-05, 'mean_token_accuracy': 0.5549563911420313, 'epoch': 2.69}
{'loss': 2.0063, 'grad_norm': 0.8840039968490601, 'learning_rate': 6.839014985540269e-05, 'mean_token_accuracy': 0.5521981445590449, 'epoch': 2.69}
{'loss': 1.9189, 'grad_norm': 0.951992928981781, 'learning_rate': 6.834633248619752e-05, 'mean_token_accuracy': 0.5646917013231019, 'epoch': 2.7}
{'loss': 1.6801, 'grad_norm': 0.6493939161300659, 'learning_rate': 6.830251511699238e-05, 'mean_token_accuracy': 0.612786934106657, 'epoch': 2.7}
{'loss': 1.9657, 'grad_norm': 0.6842048168182373, 'learning_rate': 6.825869774778722e-05, 'mean_token_accuracy': 0.5524085550512646, 'epoch': 2.7}
{'loss': 1.9301, 'grad_norm': 0.7932276725769043, 'learning_rate': 6.821488037858207e-05, 'mean_token_accuracy': 0.5658791205861005, 'epoch': 2.71}
{'loss': 2.0373, 'grad_norm': 0.8507791757583618, 'learning_rate': 6.817106300937693e-05, 'mean_token_accuracy': 0.5443493666687145, 'epoch': 2.71}
{'loss': 1.9165, 'grad_norm': 0.9439080357551575, 'learning_rate': 6.812724564017177e-05, 'mean_token_accuracy': 0.5655975941416147, 'epoch': 2.71}
{'loss': 1.8406, 'grad_norm': 0.6933419108390808, 'learning_rate': 6.808342827096662e-05, 'mean_token_accuracy': 0.5796454078237007, 'epoch': 2.72}
{'loss': 1.9878, 'grad_norm': 0.7067937850952148, 'learning_rate': 6.803961090176146e-05, 'mean_token_accuracy': 0.5506237046335576, 'epoch': 2.72}
{'loss': 2.0524, 'grad_norm': 0.8472405672073364, 'learning_rate': 6.79957935325563e-05, 'mean_token_accuracy': 0.544033063089005, 'epoch': 2.72}
{'loss': 1.992, 'grad_norm': 0.8550569415092468, 'learning_rate': 6.795197616335116e-05, 'mean_token_accuracy': 0.5536747724888718, 'epoch': 2.73}
{'loss': 1.9198, 'grad_norm': 0.966874897480011, 'learning_rate': 6.7908158794146e-05, 'mean_token_accuracy': 0.5657847709717534, 'epoch': 2.73}
{'loss': 1.7203, 'grad_norm': 0.7198629379272461, 'learning_rate': 6.786434142494085e-05, 'mean_token_accuracy': 0.5945470360029008, 'epoch': 2.73}
{'loss': 1.9521, 'grad_norm': 0.6789435744285583, 'learning_rate': 6.782052405573571e-05, 'mean_token_accuracy': 0.5591815681567883, 'epoch': 2.74}
